activity_id_short,participant_id,axis_id,axis_label_zh,component_metric,component_role,component_raw_value,component_group_relative_index_0_100,component_support_status,interpretation_boundary
43_1,43,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.355164,0.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
43_1,43,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.559524,0.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
43_1,43,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.559524,0.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.995302,100.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.144703,64.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.01661,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.275,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.125,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.144703,64.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.01661,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.995302,100.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.995302,100.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,85.33729123173278,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.144703,64.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.275,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
44_1,44,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.275,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.847411,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.155366,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.00668,60.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.37037,84.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.185185,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.155366,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.00668,60.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.847411,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.847411,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,93.23344809069212,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.155366,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.37037,84.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
45_1,45,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.37037,84.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.511706,20.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.319905,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.028583,16.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.52381,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.154762,20.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.319905,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.028583,16.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.511706,20.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.511706,20.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,76.25557475276324,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.319905,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.52381,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
46_1,46,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.52381,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.452268,8.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.333654,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.046376,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.535714,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.142857,30.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.333654,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.046376,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.452268,8.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.452268,8.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,64.43623448275862,92.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.333654,4.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.535714,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
48_1,48,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.535714,12.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
8_1,8,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.641725,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
8_1,8,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.237735,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
8_1,8,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.012961,36.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
8_1,8,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.452381,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
8_1,8,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.107143,64.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
