activity_id_short,segment_start_m,segment_end_m,segment_window_count,dominant_planning_caution_level,max_route_load_context_index_0_100,dominant_route_load_context_band,route_load_evidence_flags_merged,weather_planning_context_flags_merged,behavior_response_planning_flags_merged,event_annotation_flags_merged,planning_context_flags_merged,planning_caution_reason_flags_merged,segment_boundary
13_1,1200,1300,2,CONSERVATIVE_PLANNING_RECOMMENDED,72.387,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_STOP_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_STOP_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1300,1350,1,REVIEW_FOR_CONSERVATIVE_PLANNING,36.861,MODERATE_ROUTE_LOAD_CONTEXT,NONE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1350,1650,6,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,100.0,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1650,1750,2,REVIEW_FOR_CONSERVATIVE_PLANNING,54.706,LOWER_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE,NONE,IB2_EFFORT_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1750,1850,2,CONSERVATIVE_PLANNING_RECOMMENDED,73.252,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,NONE,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1850,1900,1,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,91.158,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1900,1950,1,REVIEW_FOR_CONSERVATIVE_PLANNING,50.519,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,1950,2050,2,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,83.959,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2050,2100,1,REVIEW_FOR_CONSERVATIVE_PLANNING,53.319,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_STOP_RESPONSE,EVENT_SHORT_PAUSE,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_STOP_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2100,2150,1,CONSERVATIVE_PLANNING_RECOMMENDED,67.682,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,EVENT_HIGH_HR_RECOVERY_STOP,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2150,2250,2,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,84.629,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|IB2_NAVIGATION_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2250,2300,1,REVIEW_FOR_CONSERVATIVE_PLANNING,49.882,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2300,2350,1,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,91.277,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2350,2400,1,CONSERVATIVE_PLANNING_RECOMMENDED,70.482,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|BEHAVIOR_STOP_RESPONSE,EVENT_HIGH_HR_RECOVERY_STOP,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|BEHAVIOR_STOP_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2400,2500,2,REVIEW_FOR_CONSERVATIVE_PLANNING,51.873,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,IB2_EFFORT_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2500,2550,1,CONSERVATIVE_PLANNING_RECOMMENDED,64.479,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,NONE,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2550,2850,6,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,100.0,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH,EVENT_HIGH_HR_RECOVERY_STOP|EVENT_SHORT_PAUSE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|BEHAVIOR_LOW_SPEED_RATIO_HIGH|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2850,2900,1,REVIEW_FOR_CONSERVATIVE_PLANNING,35.054,MODERATE_ROUTE_LOAD_CONTEXT,SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
13_1,2900,3000,2,CONSERVATIVE_PLANNING_RECOMMENDED,71.142,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_HIGH_HR_RECOVERY_STOP,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|BEHAVIOR_LOW_SPEED_RESPONSE,IB2_OR_WEATHER_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_CANDIDATE,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
