relative_path,name,type,depth,role,stage_or_scope,formal_status,used_by_current_pipeline,current_pipeline_blocker,reason,recommended_action
runs/115_osm_handoff_archive_summary_20260601.md,115_osm_handoff_archive_summary_20260601.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/115_osm_handoff_index_20260601.csv,115_osm_handoff_index_20260601.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/115_osm_handoff_index_20260601.md,115_osm_handoff_index_20260601.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/_archived_replaced,_archived_replaced,dir,2,ARCHIVE,archived or backup material,historical,no,no,archive/backup path,do not use as current formal input
runs/branch_plans,branch_plans,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/changelog_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,changelog_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/changelog_updated_20260601_ib2d_v1_3b_contract_qa.md,changelog_updated_20260601_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/CURRENT_INDEX.md,CURRENT_INDEX.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/freeze_20260601_164615_ib2_ib2d_v1_3b_clean_pass,freeze_20260601_164615_ib2_ib2d_v1_3b_clean_pass,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/freeze_20260601_ib2_ib2d_v1_3b_clean_pass_freeze,freeze_20260601_ib2_ib2d_v1_3b_clean_pass_freeze,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/ia1_fetch_diagnostics,ia1_fetch_diagnostics,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/ib0d_v1_3b_contract_qa_run_log.txt,ib0d_v1_3b_contract_qa_run_log.txt,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/IB_pipeline.md,IB_pipeline.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/IB_pipeline_zh_assisted.md,IB_pipeline_zh_assisted.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/latest_handoff_prompt_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,latest_handoff_prompt_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/latest_handoff_prompt_updated_20260601_ib2d_v1_3b_contract_qa.md,latest_handoff_prompt_updated_20260601_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/mixed_backup_20260511,mixed_backup_20260511,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/qixing_lengshuikeng_to_xiaoyoukeng,qixing_lengshuikeng_to_xiaoyoukeng,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/qixing_xiaoyoukeng_out_and_back,qixing_xiaoyoukeng_out_and_back,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/_legacy,_legacy,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/activity_preprocess,activity_preprocess,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/audit_ib0b_control_points_only_route_axis_v1_3b.ps1,audit_ib0b_control_points_only_route_axis_v1_3b.ps1,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/audit_ib0d_v1_3b_contract_qa_convergence.ps1,audit_ib0d_v1_3b_contract_qa_convergence.ps1,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/audit_ib1a_v1_3b_route_profile_convergence.ps1,audit_ib1a_v1_3b_route_profile_convergence.ps1,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/common,common,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/gpxclean.py,gpxclean.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ia2_nlsc_contour_hydrology_enrich.py,ia2_nlsc_contour_hydrology_enrich.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia2a_plot_nlsc_contour_qa_map.py,ia2a_plot_nlsc_contour_qa_map.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia2a_qa_map.py,ia2a_qa_map.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia2b_split_segments.py,ia2b_split_segments.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia2c_enrich_split_segments.py,ia2c_enrich_split_segments.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia2d_qa_map_segments.py,ia2d_qa_map_segments.py,file,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia_nlsc,ia_nlsc,dir,2,REFERENCE,older NLSC/IA2 scripts,legacy_reference,reference,no,not current IB1G/IB1E runner,review manually
scripts/ia_osm,ia_osm,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0_route_match,ib0_route_match,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0b_route_mainline_extract.py,ib0b_route_mainline_extract.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0b_route_mainline_extract_abtest_v1.py,ib0b_route_mainline_extract_abtest_v1.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0c_anchor_from_landmarks.py,ib0c_anchor_from_landmarks.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0c_anchor_from_landmarks_v1.2.py,ib0c_anchor_from_landmarks_v1.2.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0d_trim_ordered_mainline_by_anchors.py,ib0d_trim_ordered_mainline_by_anchors.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib0d_trim_ordered_mainline_by_anchors_v1.1.py,ib0d_trim_ordered_mainline_by_anchors_v1.1.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1_nlsc_terrain,ib1_nlsc_terrain,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1_osm_semantics,ib1_osm_semantics,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1_route_profile,ib1_route_profile,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1_run_v1_3b_contract_qa_pipeline.py,ib1_run_v1_3b_contract_qa_pipeline.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1a_build_route_elevation_profile.py,ib1a_build_route_elevation_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1b_plot_route_profile_attributes.py,ib1b_plot_route_profile_attributes.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1c_enrich_route_profile_semantics.py,ib1c_enrich_route_profile_semantics.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1c_semantic_risk_mapping_coverage_audit_v1_3b.py,ib1c_semantic_risk_mapping_coverage_audit_v1_3b.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1d_plot_route_profile_semantics.py,ib1d_plot_route_profile_semantics.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1e_enrich_route_profile_with_nlsc.py,ib1e_enrich_route_profile_with_nlsc.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1f_plot_route_profile_gpx_vs_nlsc.py,ib1f_plot_route_profile_gpx_vs_nlsc.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1g_compute_mainline_contour_features.py,ib1g_compute_mainline_contour_features.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1g_v2_compute_contour_window_features.py,ib1g_v2_compute_contour_window_features.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1h_plot_contour_window_profile.py,ib1h_plot_contour_window_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1h_v2_plot_contour_window_profile.py,ib1h_v2_plot_contour_window_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib1z_experimental_dem_elevation_enrich.py,ib1z_experimental_dem_elevation_enrich.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2_ib2d_run_v1_3b_contract_qa.py,ib2_ib2d_run_v1_3b_contract_qa.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2_route_risk,ib2_route_risk,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2_route_risk_scoring.py,ib2_route_risk_scoring.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2_v2_route_risk_scoring.py,ib2_v2_route_risk_scoring.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2_v3_route_segment_risk.py,ib2_v3_route_segment_risk.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2a_plot_route_risk_profile.py,ib2a_plot_route_risk_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2b_plot_route_segment_risk_profile.py,ib2b_plot_route_segment_risk_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2b_v2_plot_route_segment_risk_profile.py,ib2b_v2_plot_route_segment_risk_profile.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2c_plot_route_risk_map_2d.py,ib2c_plot_route_risk_map_2d.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2d_plot_route_context_offline_map.py,ib2d_plot_route_context_offline_map.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2d_plot_route_risk_offline_map.py,ib2d_plot_route_risk_offline_map.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2d_run_v1_3b_contract_qa_offline_maps.py,ib2d_run_v1_3b_contract_qa_offline_maps.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2e_compute_route_challenge_index.py,ib2e_compute_route_challenge_index.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2e_prepare_qixing_case_osm_layers.py,ib2e_prepare_qixing_case_osm_layers.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib2e_prepare_qixing_gpx_thci_inputs.py,ib2e_prepare_qixing_gpx_thci_inputs.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/ib3_activity_environment,ib3_activity_environment,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3a_find_nearby_environment_stations.py,ib3a_find_nearby_environment_stations.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3a_find_nearby_weather_stations.py,ib3a_find_nearby_weather_stations.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3a_mapmatch_highfreq_activity.py,ib3a_mapmatch_highfreq_activity.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3a_run_actual_environment_pipeline.py,ib3a_run_actual_environment_pipeline.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3a_sequence_mapmatch_standardized_activity_folder_cli.py,ib3a_sequence_mapmatch_standardized_activity_folder_cli.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b0_inspect_weather_database_schema.py,ib3b0_inspect_weather_database_schema.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b2_analyze_weather_station_update_frequency.py,ib3b2_analyze_weather_station_update_frequency.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b2_plot_activity_profile_1d_2d.py,ib3b2_plot_activity_profile_1d_2d.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b2_qa_qixing_37_1_route_axis_window.py,ib3b2_qa_qixing_37_1_route_axis_window.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b2_qa_summit_proximity_37_1.py,ib3b2_qa_summit_proximity_37_1.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b3_estimate_station_elevation_from_nslc_contours.py,ib3b3_estimate_station_elevation_from_nslc_contours.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b4_fuse_route_weather_conditions.py,ib3b4_fuse_route_weather_conditions.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b_extract_environment_window.py,ib3b_extract_environment_window.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3b_plot_mapmatched_activity_profile.py,ib3b_plot_mapmatched_activity_profile.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3c2_compare_weather_trend_adjustment.py,ib3c2_compare_weather_trend_adjustment.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3c_apply_environment_risk_adjustment.py,ib3c_apply_environment_risk_adjustment.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3c_overlay_activity_with_route_risk.py,ib3c_overlay_activity_with_route_risk.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3c_plot_gpx_station_map.py,ib3c_plot_gpx_station_map.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3d_plot_activity_risk_timeline.py,ib3d_plot_activity_risk_timeline.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3d_plot_environment_adjusted_risk_profile.py,ib3d_plot_environment_adjusted_risk_profile.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3d_v2_plot_activity_risk_timeline_report.py,ib3d_v2_plot_activity_risk_timeline_report.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3e_extract_route_microclimate_terrain_features.py,ib3e_extract_route_microclimate_terrain_features.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3f_apply_weather_terrain_microclimate_interaction.py,ib3f_apply_weather_terrain_microclimate_interaction.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3x_inspect_weather_sqlite.py,ib3x_inspect_weather_sqlite.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib3x_run_bad_weather_scenario_0430.py,ib3x_run_bad_weather_scenario_0430.py,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
scripts/ib4_personal_model,ib4_personal_model,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
scripts/ib4a_extract_activity_features_from_gpx.py,ib4a_extract_activity_features_from_gpx.py,file,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
scripts/ib4b_activity_route_risk_overlay.py,ib4b_activity_route_risk_overlay.py,file,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
scripts/ib4c_personal_capability_score.py,ib4c_personal_capability_score.py,file,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
scripts/Ic2_fetch_osm_tags.py,Ic2_fetch_osm_tags.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic2_osm_way_tag_results.csv,Ic2_osm_way_tag_results.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic3_fetch_osm_nodes_highway.py,Ic3_fetch_osm_nodes_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic3_osm_nodes.csv,Ic3_osm_nodes.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic3_osm_nodes.geojson,Ic3_osm_nodes.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic4_combined_with_tags_with_wayid.geojson,Ic4_combined_with_tags_with_wayid.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic4_route_tags_popup_map_highway.html,Ic4_route_tags_popup_map_highway.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic4_route_tags_popup_map_highway.py,Ic4_route_tags_popup_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic_combined_main_route_map_highway.py,Ic_combined_main_route_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic_combined_main_route_segments.geojson,Ic_combined_main_route_segments.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ic_combined_main_route_segments_map.html,Ic_combined_main_route_segments_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If2_remaining_segments_map_highway.py,If2_remaining_segments_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If2_split_by_nodes.geojson,If2_split_by_nodes.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If2_split_by_nodes_map.html,If2_split_by_nodes_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If3_final_segments_with_ic4_details.geojson,If3_final_segments_with_ic4_details.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If3_final_segments_with_ic4_details_map.html,If3_final_segments_with_ic4_details_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If3_remaining_segments_map_highway.py,If3_remaining_segments_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If_remaining_segments.geojson,If_remaining_segments.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If_remaining_segments_map_highway.html,If_remaining_segments_map_highway.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/If_remaining_segments_map_highway.py,If_remaining_segments_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ij_bridge_generator_highway.py,Ij_bridge_generator_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ij_bridges_map.html,Ij_bridges_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ij_combined_segments.geojson,Ij_combined_segments.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ij_route_sequence.csv,Ij_route_sequence.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ik_reachability_map_highway.py,Ik_reachability_map_highway.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ik_reachable_map.html,Ik_reachable_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ik_reachable_route.csv,Ik_reachable_route.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Ik_reachable_segments.geojson,Ik_reachable_segments.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il10_elevation_error_analysis_il2andik.py,Il10_elevation_error_analysis_il2andik.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1b_dem_data_with_closed_areas.npz,Il1b_dem_data_with_closed_areas.npz,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1b_dem_generator_close.py,Il1b_dem_generator_close.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1b_dem_with_closed_areas.png,Il1b_dem_with_closed_areas.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1c_closed_area_zones.png,Il1c_closed_area_zones.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1c_dem_data_with_closed_areas.npz,Il1c_dem_data_with_closed_areas.npz,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1c_dem_generator_close.py,Il1c_dem_generator_close.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1c_dem_interpolated.png,Il1c_dem_interpolated.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il1c_dem_with_closed_areas.png,Il1c_dem_with_closed_areas.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il2_generate_dem_from_contour.py,Il2_generate_dem_from_contour.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il2b_closed_zone_hits.png,Il2b_closed_zone_hits.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il2b_closed_zone_stats.csv,Il2b_closed_zone_stats.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il2b_closed_zone_stats.py,Il2b_closed_zone_stats.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il3b_closed_zones_stats_map.html,Il3b_closed_zones_stats_map.html,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il3b_closed_zones_stats_map.png,Il3b_closed_zones_stats_map.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il3b_closed_zones_with_stats.geojson,Il3b_closed_zones_with_stats.geojson,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il3b_folium_map.py,Il3b_folium_map.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/Il3b_Il1b_Il1c_diff_with_contour.png,Il3b_Il1b_Il1c_diff_with_contour.png,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline.md,README_current_pipeline.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
